City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
234,Wattegama,LK,6.7989,81.4808,69.73,70,81,4.23,broken clouds
235,Tiguisan,PH,12.8394,121.4605,75.72,92,97,12.73,light rain
236,Marquette,US,46.5333,-87.6335,29.34,89,100,6.33,overcast clouds
237,Chany,RU,55.3121,76.7647,8.37,95,81,10.18,broken clouds
238,Kaitangata,NZ,-46.2817,169.8464,68.31,66,17,5.99,few clouds
239,Susanville,US,40.4163,-120.653,34.66,79,75,5.01,broken clouds
240,Hithadhoo,MV,-0.6,73.0833,81.18,74,20,6.96,few clouds
241,Tingi,TZ,-11.3,35.0333,61.68,87,97,1.23,overcast clouds
242,Aklavik,CA,68.2191,-135.0107,-4.16,98,100,4.92,light snow
243,Slonim,BY,53.0867,25.3219,37.29,79,100,18.59,overcast clouds
244,Faanui,PF,-16.4833,-151.75,80.65,72,19,14.74,few clouds
245,Mar Del Plata,AR,-38.0023,-57.5575,73.42,90,100,20.0,light rain
246,Queimados,BR,-22.7161,-43.5553,80.58,96,13,3.0,few clouds
247,Carnarvon,AU,-24.8667,113.6333,79.23,70,21,5.1,few clouds
248,Petrinja,HR,45.4375,16.29,41.13,97,100,2.93,overcast clouds
249,Bethel,US,41.3712,-73.414,46.49,68,20,5.75,few clouds
250,Bowen,AU,-20.0167,148.2333,78.26,80,37,14.61,scattered clouds
251,Port Shepstone,ZA,-30.7414,30.455,75.36,92,89,6.42,overcast clouds
252,Alice Springs,AU,-23.7,133.8833,80.15,47,10,13.8,clear sky
253,Raudeberg,NO,61.9875,5.1352,34.95,30,98,12.3,overcast clouds
254,San Quintin,MX,30.4833,-115.95,57.88,55,99,8.72,overcast clouds
255,Rincon,US,32.296,-81.2354,67.96,83,75,5.75,broken clouds
256,Naze,JP,28.3667,129.4833,52.72,62,98,7.52,overcast clouds
257,Terrace,CA,54.5163,-128.6035,37.31,93,75,14.97,broken clouds
258,Pangkalanbuun,ID,-2.6833,111.6167,72.95,98,100,2.39,overcast clouds
259,Luebo,CD,-5.35,21.4167,69.42,86,83,1.41,broken clouds
260,Victoria,HK,22.2855,114.1577,59.25,78,56,8.99,broken clouds
261,Xuanzhou,CN,30.9525,118.7553,34.12,56,15,3.27,few clouds
262,Hirara,JP,24.8,125.2833,62.87,72,75,17.27,broken clouds
263,Nantucket,US,41.2835,-70.0995,46.99,76,0,12.66,clear sky
264,Saint Anthony,US,45.0205,-93.218,32.95,85,100,12.66,overcast clouds
265,Cooma,AU,-36.2333,149.1333,52.88,57,96,9.84,overcast clouds
266,Gudari,IN,19.35,83.7833,64.02,98,67,1.03,broken clouds
267,Paducah,US,37.0834,-88.6001,66.61,93,100,6.91,light rain
268,Xining,CN,36.6167,101.7667,1.72,74,0,3.06,clear sky
269,Thompson,CA,55.7435,-97.8558,15.96,86,100,0.0,overcast clouds
270,Winnemucca,US,40.973,-117.7357,39.25,56,40,10.36,scattered clouds
271,Elizabeth City,US,36.2946,-76.2511,59.02,69,0,4.61,clear sky
272,Lagoa,PT,39.05,-27.9833,55.76,68,3,7.23,clear sky
273,Labuhan,ID,-6.8844,112.2051,77.14,88,100,7.96,overcast clouds
274,Longyearbyen,SJ,78.2186,15.6401,10.24,67,0,10.36,clear sky
275,Warrington,GB,53.3925,-2.5802,37.98,88,0,5.75,clear sky
276,Intipuca,SV,13.1969,-88.0544,80.76,57,0,5.91,clear sky
277,Ayan,RU,56.45,138.1667,-31.83,75,1,8.03,clear sky
278,Victor Harbor,AU,-35.5667,138.6167,61.0,61,78,15.3,broken clouds
279,Maceio,BR,-9.6658,-35.7353,76.44,94,40,5.75,scattered clouds
280,Zarnesti,RO,45.3,26.8667,46.53,86,65,3.51,broken clouds
281,Buin,CL,-33.7333,-70.75,86.43,32,0,7.74,clear sky
282,Ankazoabo,MG,-22.2833,44.5167,70.68,62,2,5.32,clear sky
283,Salamiyah,SY,35.0113,37.0532,47.68,89,1,4.59,clear sky
284,Celestun,MX,20.8667,-90.4,79.11,69,85,9.51,overcast clouds
285,San Jeronimo,PE,-11.9472,-75.2829,52.45,78,99,5.26,overcast clouds
286,Pangoa,PE,-12.1167,-73.0,71.37,96,100,2.39,moderate rain
287,Huilong,CN,31.8111,121.655,31.93,51,5,3.15,clear sky
288,Bilibino,RU,68.0546,166.4372,-35.46,98,100,1.7,overcast clouds
289,Elizabethtown,US,37.694,-85.8591,53.19,75,100,9.22,overcast clouds
290,Alice Town,BS,25.7167,-79.3,73.04,64,52,6.76,broken clouds
291,Chimoio,MZ,-19.1164,33.4833,71.46,100,75,0.54,broken clouds
292,Vinh,VN,18.6667,105.6667,56.35,83,100,4.52,overcast clouds
293,Nacala,MZ,-14.5428,40.6728,75.09,89,99,3.67,overcast clouds
294,Cidreira,BR,-30.1811,-50.2056,74.26,88,100,12.91,overcast clouds
295,Port Pirie,AU,-33.1833,138.0167,62.78,39,0,13.8,clear sky
296,Marawi,PH,7.9986,124.2928,68.68,96,99,1.61,overcast clouds
297,Scottsbluff,US,41.8666,-103.6672,33.12,86,100,14.97,light snow
298,Mayo,US,38.8876,-76.5119,51.75,65,0,5.75,clear sky
