City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
178,Uong Bi,VN,2023-01-12 22:33:01,21.0333,106.7833,67.15,96,100,2.93
179,Vao,NC,2023-01-12 22:33:01,-22.6667,167.4833,76.17,71,10,13.89
180,Ahipara,NZ,2023-01-12 22:34:02,-35.1667,173.1667,69.66,75,45,4.43
181,Rio Verde De Mato Grosso,BR,2023-01-12 22:34:03,-18.9181,-54.8442,75.27,87,57,5.77
182,Codrington,AU,2023-01-12 22:34:04,-38.2667,141.9667,69.84,65,84,11.54
183,Mujiayingzi,CN,2023-01-12 22:34:04,42.1167,118.7833,20.59,60,25,6.93
184,East London,ZA,2023-01-12 22:34:05,-33.0153,27.9116,75.22,86,23,14.07
185,Nishihara,JP,2023-01-12 22:34:06,26.1842,127.7558,70.88,73,75,12.66
186,Vestmannaeyjar,IS,2023-01-12 22:34:06,63.4427,-20.2734,34.75,71,97,12.71
187,Dingle,PH,2023-01-12 22:34:08,10.9995,122.6711,73.89,93,100,9.91
188,Muroto,JP,2023-01-12 22:34:08,33.2833,134.15,62.15,69,84,13.0
189,Mashhad,IR,2023-01-12 22:34:09,36.297,59.6062,1.54,85,0,0.0
190,Fort-Shevchenko,KZ,2023-01-12 22:34:10,44.5086,50.263,23.38,56,0,31.61
191,Baykit,RU,2023-01-12 22:34:11,61.67,96.37,-36.96,99,84,0.85
192,Petrolina,BR,2023-01-12 22:34:12,-9.3986,-40.5008,84.25,58,20,4.61
193,Padang,ID,2023-01-12 22:34:13,-0.9492,100.3543,73.45,84,95,3.62
194,Port Lavaca,US,2023-01-12 22:32:15,28.615,-96.6261,64.45,46,0,20.71
195,Tasiilaq,GL,2023-01-12 22:34:14,65.6145,-37.6368,8.76,58,100,4.25
196,Chokurdakh,RU,2023-01-12 22:34:14,70.6333,147.9167,-30.82,99,100,7.11
197,Fortuna,US,2023-01-12 22:34:15,40.5982,-124.1573,66.92,49,20,26.46
198,Negombo,LK,2023-01-12 22:34:16,7.2083,79.8358,69.85,88,0,4.61
199,Conde,BR,2023-01-12 22:34:17,-7.2597,-34.9075,80.06,74,0,10.36
200,Clyde River,CA,2023-01-12 22:34:19,70.4692,-68.5914,1.63,60,100,10.36
201,Kaitangata,NZ,2023-01-12 22:34:20,-46.2817,169.8464,60.46,60,17,5.46
202,Ambilobe,MG,2023-01-12 22:34:20,-13.2,49.05,72.01,96,100,1.68
203,Talnakh,RU,2023-01-12 22:34:21,69.4865,88.3972,-27.18,97,100,6.71
204,Riyadh,SA,2023-01-12 22:30:14,24.6877,46.7219,50.14,68,37,9.35
205,Walvis Bay,NA,2023-01-12 22:34:25,-22.9575,14.5053,64.09,82,39,4.61
206,Los Llanos De Aridane,ES,2023-01-12 22:34:27,28.6585,-17.9182,62.35,67,75,13.8
207,Havre-Saint-Pierre,CA,2023-01-12 22:34:28,50.2334,-63.5986,19.4,78,0,2.3
208,Gari,RU,2023-01-12 22:34:28,59.4307,62.3497,7.34,91,67,8.55
209,Udachnyy,RU,2023-01-12 22:34:29,66.4167,112.4,-39.23,99,100,4.05
210,Mantsala,FI,2023-01-12 22:34:30,60.6609,25.2838,36.25,99,100,9.73
211,Seoul,KR,2023-01-12 22:34:30,37.5683,126.9778,42.24,100,100,8.05
212,Kattivakkam,IN,2023-01-12 22:34:32,13.2167,80.3167,73.49,73,31,1.57
213,Vila Velha,BR,2023-01-12 22:34:32,-20.3297,-40.2925,75.15,97,75,5.75
214,Hyeres,FR,2023-01-12 22:34:33,43.1167,6.1167,51.69,69,0,8.05
215,Galdar,ES,2023-01-12 22:34:35,28.147,-15.6502,64.9,69,88,17.22
216,Price,US,2023-01-12 22:34:36,39.5994,-110.8107,34.86,51,0,0.0
217,Jiaocheng,CN,2023-01-12 22:34:36,24.6774,116.1389,63.57,99,100,2.3
218,Mogadishu,SO,2023-01-12 22:34:37,2.0371,45.3438,76.41,83,16,21.45
219,Lokomotivnyy,RU,2023-01-12 22:34:37,53.0118,60.5684,9.05,65,100,20.11
220,Cockburn Town,TC,2023-01-12 22:31:42,21.4612,-71.1419,77.13,73,88,21.94
221,Aklavik,CA,2023-01-12 22:34:38,68.2191,-135.0107,-4.0,77,75,9.22
222,Yumen,CN,2023-01-12 22:34:39,40.2833,97.2,7.34,29,100,5.68
223,Thompson,CA,2023-01-12 22:30:29,55.7435,-97.8558,17.76,86,100,4.61
224,Usinsk,RU,2023-01-12 22:34:39,65.9939,57.5281,16.56,94,100,23.64
225,Kouango,CF,2023-01-12 22:34:40,4.9934,19.9619,75.87,26,35,1.25
226,Marmora,IT,2023-01-12 22:35:40,44.4583,7.094,43.32,58,98,7.87
227,Ayagoz,KZ,2023-01-12 22:35:40,47.9714,80.4392,-6.79,97,100,18.32
228,Charters Towers,AU,2023-01-12 22:35:41,-20.1,146.2667,74.84,86,99,13.02
229,Pawa,PH,2023-01-12 22:35:41,13.1747,123.7328,73.9,97,100,8.41
230,Bubaque,GW,2023-01-12 22:35:42,11.2833,-15.8333,76.68,64,17,11.34
231,San Patricio,US,2023-01-12 22:35:43,28.017,-97.5169,69.89,38,8,16.75
232,Ystad,SE,2023-01-12 22:35:43,55.4297,13.8204,43.54,96,100,10.89
